gene	protein id
Lcp4	FBpp0305733
lds	FBpp0081255
robo2	FBpp0077606
robo2	FBpp0303020
lin	FBpp0087732
l(1)sc	FBpp0070073
Lsp1alpha	FBpp0073484
Lsp1beta	FBpp0077690
Lsp1beta	FBpp0311765
Lsp1gamma	FBpp0072365
Lsp2	FBpp0088363
Lsp2	FBpp0311507
lt	FBpp0110417
lt	FBpp0110415
lt	FBpp0305699
lt	FBpp0310509
Rab32	FBpp0088870
Rab32	FBpp0088871
Rab32	FBpp0088872
Rab32	FBpp0088873
Rab32	FBpp0308460
Rab32	FBpp0312215
Rab32	FBpp0312216
Mal-A2	FBpp0087826
Mal-A1	FBpp0087838
Mal-A3	FBpp0087837
sens	FBpp0075596
lz	FBpp0071255
lz	FBpp0111726
m	FBpp0073400
Kaz-m1	FBpp0084331
Kaz-m1	FBpp0301783
RpL36	FBpp0070150
RpL36	FBpp0070151
RpL36	FBpp0070152
RpL36	FBpp0070153
RpL36	FBpp0311481
RpS5a	FBpp0074180
RpS5a	FBpp0309957
RpS5a	FBpp0309958
RpS5a	FBpp0311353
E(spl)m2-BFM	FBpp0084354
RpLP1	FBpp0077716
RpLP1	FBpp0304265
E(spl)m3-HLH	FBpp0084332
RpS3	FBpp0083802
RpS3	FBpp0312066
RpL32	FBpp0084958
RpL32	FBpp0084959
RpL32	FBpp0084960
RpL32	FBpp0113047
E(spl)m4-BFM	FBpp0084353
E(spl)m5-HLH	FBpp0084352
E(spl)m6-BFM	FBpp0084333
E(spl)m7-HLH	FBpp0084334
Rcc1	FBpp0076782
Rcc1	FBpp0076783
Rcc1	FBpp0076784
mal	FBpp0076998
mal	FBpp0311241
mam	FBpp0086722
mam	FBpp0086723
mam	FBpp0086724
mam	FBpp0308978
Map205	FBpp0085234
Map205	FBpp0085235
Map205	FBpp0306414
twe	FBpp0080412
twe	FBpp0303861
twe	FBpp0303862
twe	FBpp0303863
mei-9	FBpp0070624
mei-9	FBpp0310174
mei-218	FBpp0100099
mei-218	FBpp0100100
mei-218	FBpp0289101
mei-218	FBpp0292855
mei-S332	FBpp0071675
mei-S332	FBpp0309743
mei-W68	FBpp0085657
Men	FBpp0082129
Men	FBpp0082130
Men	FBpp0303058
Met	FBpp0073368
Met	FBpp0310182
E(spl)malpha-BFM	FBpp0084330
E(spl)mbeta-HLH	FBpp0084355
E(spl)mdelta-HLH	FBpp0084328
E(spl)mgamma-HLH	FBpp0084329
mago	FBpp0071497
Mlc1	FBpp0084566
Mlc1	FBpp0084565
Mlc1	FBpp0310544
Mlc2	FBpp0088688
mle	FBpp0085367
mle	FBpp0100031
msl-3	FBpp0076635
mnd	FBpp0075379
mnd	FBpp0075380
mnd	FBpp0113021
mod	FBpp0085233
mod	FBpp0301951
mod(mdg4)	FBpp0083459
mod(mdg4)	FBpp0083460
mod(mdg4)	FBpp0083461
mod(mdg4)	FBpp0083462
mod(mdg4)	FBpp0083463
mod(mdg4)	FBpp0083464
mod(mdg4)	FBpp0083465
mod(mdg4)	FBpp0083466
mod(mdg4)	FBpp0083467
mod(mdg4)	FBpp0083468
mod(mdg4)	FBpp0083469
mod(mdg4)	FBpp0083470
mod(mdg4)	FBpp0083471
mod(mdg4)	FBpp0083472
mod(mdg4)	FBpp0083473
mod(mdg4)	FBpp0083474
mod(mdg4)	FBpp0083476
mod(mdg4)	FBpp0083477
mod(mdg4)	FBpp0083478
mod(mdg4)	FBpp0083479
mod(mdg4)	FBpp0083480
mod(mdg4)	FBpp0083481
mod(mdg4)	FBpp0083482
mod(mdg4)	FBpp0083483
mod(mdg4)	FBpp0083484
mod(mdg4)	FBpp0112908
mod(mdg4)	FBpp0112909
mod(mdg4)	FBpp0112910
mod(mdg4)	FBpp0300270
mod(mdg4)	FBpp0300271
mod(mdg4)	FBpp0310324
mor	FBpp0082692
mor	FBpp0291706
Rpn8	FBpp0072197
Rpn8	FBpp0303270
Rpn8	FBpp0305141
Mp20	FBpp0086858
Mp20	FBpp0311634
mr	FBpp0072065
ms(3)K81	FBpp0084435
sa	FBpp0078055
Acp26Aa	FBpp0078786
Acp26Ab	FBpp0078787
Acp26Ab	FBpp0078788
Acp26Ab	FBpp0309554
Mst87F	FBpp0082347
Mst87F	FBpp0311910
Acp95EF	FBpp0083946
Mst98Ca	FBpp0084646
MtnA	FBpp0081636
MtnA	FBpp0306744
MtnB	FBpp0083298
MtnB	FBpp0311980
MtnB	FBpp0311981
mu2	FBpp0072735
mu2	FBpp0072736
mu2	FBpp0290680
mud	FBpp0300644
mud	FBpp0300645
mud	FBpp0300646
mud	FBpp0300647
mud	FBpp0300648
mud	FBpp0304867
mud	FBpp0304868
mus101	FBpp0073648
mus201	FBpp0099906
mus201	FBpp0311946
PolZ1	FBpp0087907
mus301	FBpp0076412
mus304	FBpp0074888
PolQ	FBpp0082131
Blm	FBpp0081910
mus312	FBpp0076550
mus312	FBpp0288968
mus312	FBpp0310825
Myb	FBpp0073961
Myb	FBpp0089402
Myb	FBpp0089403
Myb	FBpp0089405
na	FBpp0311138
na	FBpp0311139
Atpalpha	FBpp0088501
Atpalpha	FBpp0088502
Atpalpha	FBpp0088503
Atpalpha	FBpp0088504
Atpalpha	FBpp0088984
Atpalpha	FBpp0088983
Atpalpha	FBpp0088982
Atpalpha	FBpp0088981
Atpalpha	FBpp0289428
Atpalpha	FBpp0305516
Atpalpha	FBpp0305517
nau	FBpp0083863
nau	FBpp0290660
ncd	FBpp0084900
ncd	FBpp0311231
ndl	FBpp0076693
nec	FBpp0088123
net	FBpp0288762
net	FBpp0303487
neur	FBpp0081479
neur	FBpp0081480
neur	FBpp0081481
neur	FBpp0081482
neur	FBpp0289643
ng1	FBpp0070499
ninaA	FBpp0077688
ninaB	FBpp0082288
ninaC	FBpp0079064
ninaC	FBpp0079065
ninaC	FBpp0306863
ninaC	FBpp0306864
ninaD	FBpp0080584
ninaD	FBpp0291642
ninaE	FBpp0083266
slou	FBpp0083521
slou	FBpp0303415
nkd	FBpp0074806
nkd	FBpp0304895
nkd	FBpp0304896
nod	FBpp0073363
nod	FBpp0309258
nanos	FBpp0083146
nanos	FBpp0307025
numb	FBpp0079419
numb	FBpp0079420
numb	FBpp0308609
odd	FBpp0077246
okr	FBpp0077357
opa	FBpp0078477
opa	FBpp0428127
or	FBpp0072061
ord	FBpp0071956
ord	FBpp0309889
ort	FBpp0083198
osk	FBpp0089372
osk	FBpp0081435
osp	FBpp0112957
osp	FBpp0290709
osp	FBpp0290710
osp	FBpp0290711
otu	FBpp0071180
otu	FBpp0071181
otu	FBpp0089325
otu	FBpp0305351
otu	FBpp0305352
ovo	FBpp0070708
ovo	FBpp0070706
ovo	FBpp0070707
ovo	FBpp0099822
ovo	FBpp0291128
SP	FBpp0075572
pbl	FBpp0076486
pbl	FBpp0076487
pbl	FBpp0076488
pbl	FBpp0076489
pbl	FBpp0111729
pbl	FBpp0297602
Pc	FBpp0078059
Pcl	FBpp0085914
Pcl	FBpp0303033
Pcp	FBpp0079016
pcx	FBpp0304655
pcx	FBpp0309618
pcx	FBpp0310566
peb	FBpp0070648
peb	FBpp0099653
CG10598	FBpp0074174
CG10598	FBpp0312013
CG9757	FBpp0082323
CG9757	FBpp0306563
Fib	FBpp0071892
CG2150	FBpp0085218
Pepck1	FBpp0085880
per	FBpp0070455
per	FBpp0304590
Pfk	FBpp0087506
Pfk	FBpp0087507
Pfk	FBpp0087508
Pfk	FBpp0293464
Pfk	FBpp0305281
Pgi	FBpp0087760
Pgi	FBpp0087761
Pgi	FBpp0087762
Pgm1	FBpp0075247
Raf	FBpp0070385
Raf	FBpp0310458
phr	FBpp0087914
phr	FBpp0087915
Pig1	FBpp0070512
pim	FBpp0079591
pim	FBpp0304499
pip	FBpp0074770
pip	FBpp0074771
pip	FBpp0074772
pip	FBpp0074774
pip	FBpp0074775
pip	FBpp0074776
pip	FBpp0074777
pip	FBpp0074778
pip	FBpp0074779
pip	FBpp0074780
pip	FBpp0306029
pk	FBpp0088113
pk	FBpp0088114
pk	FBpp0088115
Pkc53E	FBpp0086197
Pkc53E	FBpp0086198
Pkc53E	FBpp0111731
Pkc53E	FBpp0293606
Pkc53E	FBpp0293607
Pkc53E	FBpp0304291
Pkc98E	FBpp0084728
Pkc98E	FBpp0290731
Pkc98E	FBpp0308294
Pkc98E	FBpp0308295
plu	FBpp0085618
pn	FBpp0070373
pnr	FBpp0082674
pnr	FBpp0082675
pnr	FBpp0307408
pnr	FBpp0307409
pnt	FBpp0088656
pnt	FBpp0088657
pnt	FBpp0088658
pnt	FBpp0306621
polo	FBpp0074608
polo	FBpp0099722
Poxm	FBpp0110325
Poxn	FBpp0086446
Poxn	FBpp0302942
Pp1-13C	FBpp0073834
Pp1alpha-96A	FBpp0084026
Pp1alpha-96A	FBpp0306442
Ppn	FBpp0289566
Ppn	FBpp0291051
Ppn	FBpp0291052
Ppn	FBpp0291053
PpV	FBpp0070883
PpV	FBpp0303847
PpV	FBpp0303848
PpV	FBpp0303849
PpY-55A	FBpp0085996
PpY-55A	FBpp0311209
pr	FBpp0088417
prd	FBpp0079883
prd	FBpp0079882
Prm	FBpp0076320
Prm	FBpp0076321
Prm	FBpp0076322
Prm	FBpp0076323
Prm	FBpp0297594
CG2841	FBpp0070386
CG2841	FBpp0070387
CG2841	FBpp0070388
CG2841	FBpp0298285
CG2841	FBpp0298286
CG2841	FBpp0310194
Pu	FBpp0071505
Pu	FBpp0071506
Pu	FBpp0071507
pum	FBpp0081470
pum	FBpp0081471
pum	FBpp0081472
pum	FBpp0081473
pum	FBpp0081474
pum	FBpp0293727
pum	FBpp0305823
pum	FBpp0305824
put	FBpp0082436
put	FBpp0303260
put	FBpp0306147
pwn	FBpp0304734
pwn	FBpp0304735
px	FBpp0071749
px	FBpp0111732
px	FBpp0304274
px	FBpp0304275
px	FBpp0428148
px	FBpp0428149
qua	FBpp0080549
qua	FBpp0080550
qua	FBpp0297295
r	FBpp0088675
r	FBpp0309141
r	FBpp0309142
ras	FBpp0071423
ras	FBpp0071424
ras	FBpp0304573
ras	FBpp0309791
ras	FBpp0423162
Ras85D	FBpp0081600
Ras64B	FBpp0073068
raw	FBpp0079347
raw	FBpp0079348
raw	FBpp0292871
raw	FBpp0309206
raw	FBpp0309207
rb	FBpp0070670
rb	FBpp0304569
rb	FBpp0310168
rdgB	FBpp0073654
rdgB	FBpp0073653
rdgB	FBpp0099560
rdgB	FBpp0099561
rdgB	FBpp0290747
rdgB	FBpp0290748
rdgB	FBpp0290749
rdgB	FBpp0290750
rdgB	FBpp0304105
rdgB	FBpp0304106
rdgB	FBpp0309250
rec	FBpp0082647
rec	FBpp0306662
ref(2)P	FBpp0080794
ref(2)P	FBpp0099683
Rh2	FBpp0083111
Rh3	FBpp0083284
Rh4	FBpp0075097
rib	FBpp0085700
rib	FBpp0303090
rib	FBpp0303091
rk	FBpp0080183
rl	FBpp0112423
rl	FBpp0112424
rl	FBpp0112425
rl	FBpp0112426
rl	FBpp0302952
rl	FBpp0302953
rl	FBpp0311493
r-l	FBpp0083440
Rm62	FBpp0078298
Rm62	FBpp0078299
Rm62	FBpp0078300
Rm62	FBpp0078301
Rm62	FBpp0078302
Rm62	FBpp0078303
Rm62	FBpp0291159
Rm62	FBpp0291753
Rm62	FBpp0301223
Rm62	FBpp0301224
Rm62	FBpp0301225
Rm62	FBpp0301226
ro	FBpp0084460
ro	FBpp0084461
rod	FBpp0085156
amos	FBpp0080631
RpLP2	FBpp0086252
Polr2F	FBpp0078433
Polr2A	FBpp0073387
Polr1B	FBpp0077714
RpL4	FBpp0084617
rst	FBpp0070537
rst	FBpp0310320
rt	FBpp0075877
ru	FBpp0072574
run	FBpp0076971
run	FBpp0293135
run	FBpp0311837
rut	FBpp0073809
rut	FBpp0294032
rut	FBpp0305810
rut	FBpp0305811
rut	FBpp0305812
rut	FBpp0305813
rut	FBpp0309409
rux	FBpp0070854
rux	FBpp0298289
ry	FBpp0082172
S	FBpp0077658
S	FBpp0077659
sad	FBpp0081949
sala	FBpp0079824
sala	FBpp0300458
sax	FBpp0087908
sax	FBpp0087909
sax	FBpp0300982
Sb	FBpp0082704
Sb	FBpp0310459
sbr	FBpp0073267
sbr	FBpp0422971
sbr	FBpp0422972
sca	FBpp0086968
sca	FBpp0086969
Sce	FBpp0084614
Scm	FBpp0081580
Scm	FBpp0297150
Scr	FBpp0081163
Scr	FBpp0089393
Scr	FBpp0423170
Scr	FBpp0423171
Scr	FBpp0428124
sd	FBpp0073914
sd	FBpp0073915
sd	FBpp0089157
sd	FBpp0111736
sd	FBpp0111737
sd	FBpp0111738
sd	FBpp0111739
sd	FBpp0290758
sd	FBpp0290759
sd	FBpp0300450
sd	FBpp0300451
sd	FBpp0300452
sd	FBpp0300453
sd	FBpp0300454
sd	FBpp0300455
sd	FBpp0300456
sd	FBpp0301994
sd	FBpp0301995
sd	FBpp0301996
sd	FBpp0309110
sd	FBpp0312377
sd	FBpp0428180
RanGAP	FBpp0080775
RanGAP	FBpp0306291
RanGAP	FBpp0306292
sei	FBpp0072078
sei	FBpp0072079
sei	FBpp0310000
Jon99Cii	FBpp0084878
Jon99Ciii	FBpp0084868
Jon99Ciii	FBpp0312057
Jon99Ci	FBpp0084877
sesB	FBpp0073277
sesB	FBpp0073278
sesB	FBpp0073279
sesB	FBpp0073280
sesB	FBpp0312078
sev	FBpp0073249
sgg	FBpp0070449
sgg	FBpp0070450
sgg	FBpp0070451
sgg	FBpp0070452
sgg	FBpp0070453
sgg	FBpp0070454
sgg	FBpp0089162
sgg	FBpp0089158
sgg	FBpp0089159
sgg	FBpp0089160
sgg	FBpp0089161
sgg	FBpp0111741
sgg	FBpp0291178
sgg	FBpp0291395
sgg	FBpp0304139
sgg	FBpp0304140
sgg	FBpp0304141
sgg	FBpp0428456
sgg	FBpp0428457
Sgs1	FBpp0077084
Sgs3	FBpp0075827
Sgs4	FBpp0312344
Sgs5	FBpp0082902
Sgs7	FBpp0075826
Sgs8	FBpp0075891
Sh	FBpp0088599
Sh	FBpp0088600
Sh	FBpp0088601
Sh	FBpp0088602
Sh	FBpp0088603
Sh	FBpp0088605
Sh	FBpp0291167
Sh	FBpp0292033
Sh	FBpp0292034
Sh	FBpp0300519
Sh	FBpp0300520
Sh	FBpp0304578
Sh	FBpp0312316
Sh	FBpp0312318
Sh	FBpp0312319
Sh	FBpp0428419
Sh	FBpp0428420
sha	FBpp0087221
sha	FBpp0271851
sha	FBpp0304736
Shaw	FBpp0088331
Shaw	FBpp0088332
Shaw	FBpp0288427
Shaw	FBpp0304493
Shaw	FBpp0304494
shd	FBpp0089324
shd	FBpp0293243
shd	FBpp0305245
shf	FBpp0070939
shf	FBpp0309087
shf	FBpp0309088
shf	FBpp0309089
shg	FBpp0071475
shi	FBpp0073928
shi	FBpp0073929
shi	FBpp0089278
shi	FBpp0089279
shi	FBpp0089280
shi	FBpp0089277
shi	FBpp0110335
shi	FBpp0110336
shi	FBpp0290809
shi	FBpp0290810
shi	FBpp0290811
shi	FBpp0290812
shi	FBpp0305866
shi	FBpp0305867
shi	FBpp0309359
shn	FBpp0087200
shn	FBpp0087201
shn	FBpp0087202
shn	FBpp0089118
shn	FBpp0303469
shn	FBpp0303470
shu	FBpp0072146
sina	FBpp0075091
sina	FBpp0075092
sina	FBpp0310636
sisA	FBpp0073317
skd	FBpp0077984
skd	FBpp0077985
skd	FBpp0111743
skd	FBpp0305479
sl	FBpp0074009
slgA	FBpp0076902
slgA	FBpp0076903
slgA	FBpp0076904
slgA	FBpp0076905
slgA	FBpp0076906
slgA	FBpp0089304
slgA	FBpp0089305
slgA	FBpp0089306
slgA	FBpp0300179
slgA	FBpp0300180
slgA	FBpp0300181
slgA	FBpp0300182
slgA	FBpp0300183
slgA	FBpp0300184
slo	FBpp0084063
slo	FBpp0089227
slo	FBpp0084064
slo	FBpp0100082
slo	FBpp0100083
slo	FBpp0100084
slo	FBpp0100086
slo	FBpp0100089
slo	FBpp0100091
slo	FBpp0100092
slo	FBpp0100093
slo	FBpp0100094
slo	FBpp0100095
slo	FBpp0100096
slo	FBpp0100097
slo	FBpp0100098
slo	FBpp0290796
slo	FBpp0290797
slo	FBpp0303318
slo	FBpp0303319
slo	FBpp0306409
slo	FBpp0306410
slo	FBpp0306411
slp1	FBpp0077188
sm	FBpp0085681
sm	FBpp0085684
sm	FBpp0099612
sm	FBpp0110198
sm	FBpp0290824
sm	FBpp0290825
sm	FBpp0293195
sm	FBpp0293196
sm	FBpp0293197
sm	FBpp0293198
sm	FBpp0300942
sm	FBpp0300943
sm	FBpp0300947
sm	FBpp0300948
sm	FBpp0300949
sm	FBpp0300950
sm	FBpp0300952
sm	FBpp0300953
sm	FBpp0300954
sm	FBpp0302014
sm	FBpp0305079
smo	FBpp0077788
sn	FBpp0071057
sn	FBpp0071058
sn	FBpp0290891
sn	FBpp0290893
sna	FBpp0080298
snf	FBpp0070716
snk	FBpp0082184
snk	FBpp0111746
snk	FBpp0306587
stwl	FBpp0075471
stwl	FBpp0305255
stwl	FBpp0305256
so	FBpp0089177
Sod1	FBpp0075958
sog	FBpp0073879
sog	FBpp0304148
sog	FBpp0309304
sol	FBpp0088620
sol	FBpp0088621
sol	FBpp0290798
sol	FBpp0312188
spir	FBpp0080884
spir	FBpp0080885
spir	FBpp0080886
spir	FBpp0080887
spir	FBpp0291098
spir	FBpp0297511
spir	FBpp0300327
spir	FBpp0300328
spir	FBpp0308340
spir	FBpp0308341
spn-A	FBpp0084955
spn-A	FBpp0084956
spn-B	FBpp0082392
spn-D	FBpp0084486
spn-E	FBpp0082637
spo	FBpp0076836
spo	FBpp0312220
spz	FBpp0084507
spz	FBpp0084508
spz	FBpp0084509
spz	FBpp0084510
spz	FBpp0084515
spz	FBpp0084516
spz	FBpp0111747
spz	FBpp0112921
sr	FBpp0082966
sr	FBpp0082967
sr	FBpp0290830
sr	FBpp0303083
sr	FBpp0310950
Btk	FBpp0079235
Btk	FBpp0079236
Btk	FBpp0079237
Btk	FBpp0079238
Btk	FBpp0111748
Btk	FBpp0111749
Btk	FBpp0303535
Btk	FBpp0303536
srp	FBpp0082670
srp	FBpp0082669
srp	FBpp0100052
srp	FBpp0297354
srp	FBpp0307406
srp	FBpp0307407
srp	FBpp0428227
Sry-alpha	FBpp0084923
Sry-alpha	FBpp0312402
Sry-beta	FBpp0084922
Sry-beta	FBpp0312401
Sry-delta	FBpp0084924
ss	FBpp0082768
ss	FBpp0297168
ss	FBpp0297169
sqh	FBpp0070842
sqh	FBpp0308586
sqh	FBpp0308587
sqh	FBpp0308588
sqh	FBpp0311461
st	FBpp0075149
sta	FBpp0070277
sta	FBpp0070278
sta	FBpp0308665
sta	FBpp0308666
stau	FBpp0085962
stau	FBpp0085963
stau	FBpp0290829
stg	FBpp0084766
stg	FBpp0306890
stil	FBpp0086938
sub	FBpp0086041
sub	FBpp0309241
Su(dx)	FBpp0077495
Su(dx)	FBpp0077496
Su(dx)	FBpp0077497
Su(dx)	FBpp0306832
Su(dx)	FBpp0308612
su(f)	FBpp0112456
su(f)	FBpp0297502
su(f)	FBpp0297503
su(Hw)	FBpp0082404
su(Hw)	FBpp0082405
su(Hw)	FBpp0301708
su(sable)	FBpp0070115
su(sable)	FBpp0309080
su(sable)	FBpp0309081
Su(var)3-7	FBpp0082204
Su(var)3-7	FBpp0290871
Su(var)205	FBpp0079251
Su(var)205	FBpp0079252
Su(var)2-10	FBpp0087651
Su(var)2-10	FBpp0087652
Su(var)2-10	FBpp0087653
Su(var)2-10	FBpp0087654
Su(var)2-10	FBpp0087655
Su(var)2-10	FBpp0087656
Su(var)2-10	FBpp0087657
Su(var)2-10	FBpp0087658
Su(var)2-10	FBpp0087659
Su(var)2-10	FBpp0291667
Su(var)2-10	FBpp0291668
Su(var)2-10	FBpp0291669
Su(var)2-10	FBpp0297644
Su(var)2-10	FBpp0310445
su(w[a])	FBpp0089322
su(w[a])	FBpp0070171
su(w[a])	FBpp0089323
su(w[a])	FBpp0292012
su(w[a])	FBpp0296931
su(w[a])	FBpp0296932
su(w[a])	FBpp0307668
svp	FBpp0082034
svp	FBpp0082035
svp	FBpp0082036
svp	FBpp0303610
svp	FBpp0428128
sw	FBpp0088423
sw	FBpp0088429
sw	FBpp0088428
sw	FBpp0088421
sw	FBpp0088419
sw	FBpp0088426
sw	FBpp0088427
sw	FBpp0089021
sw	FBpp0088420
sw	FBpp0089020
sw	FBpp0088425
sw	FBpp0088424
sw	FBpp0088422
sw	FBpp0309318
sw	FBpp0309319
swa	FBpp0070884
sws	FBpp0071077
sws	FBpp0071078
sws	FBpp0290889
Syb	FBpp0087450
Syb	FBpp0087451
Syb	FBpp0271782
Syb	FBpp0271783
Syb	FBpp0308541
CCT1	FBpp0083683
CCT1	FBpp0083684
term	FBpp0074878
Tbp	FBpp0071596
thr	FBpp0086004
thr	FBpp0309246
tipE	FBpp0073075
tipE	FBpp0073076
tko	FBpp0070443
tko	FBpp0300988
tkv	FBpp0078720
tkv	FBpp0078721
tkv	FBpp0078722
tkv	FBpp0078723
tld	FBpp0084070
tll	FBpp0085071
Tm1	FBpp0088896
Tm1	FBpp0088898
Tm1	FBpp0088899
Tm1	FBpp0088900
Tm1	FBpp0088901
Tm1	FBpp0088902
Tm1	FBpp0088903
Tm1	FBpp0088904
Tm1	FBpp0088906
Tm1	FBpp0089024
Tm1	FBpp0291171
Tm1	FBpp0291172
Tm1	FBpp0296934
Tm1	FBpp0296935
Tm1	FBpp0296936
Tm1	FBpp0306045
Tm1	FBpp0306046
Tm1	FBpp0428078
Egfr	FBpp0071570
Egfr	FBpp0071571
tor	FBpp0088012
tor	FBpp0308262
tra	FBpp0075123
tra	FBpp0099630
tra2	FBpp0088562
tra2	FBpp0088561
tra2	FBpp0088560
tra2	FBpp0088563
tra2	FBpp0088947
tra2	FBpp0088946
tra2	FBpp0088564
trc	FBpp0074691
trc	FBpp0304464
Gr5a	FBpp0070768
Treh	FBpp0071464
Treh	FBpp0071465
Treh	FBpp0071466
Treh	FBpp0071467
Treh	FBpp0071468
Treh	FBpp0071469
Treh	FBpp0304696
trk	FBpp0079667
trp	FBpp0084879
trp	FBpp0303774
trx	FBpp0082409
trx	FBpp0082408
trx	FBpp0082406
trx	FBpp0082407
trx	FBpp0099668
alphaTry	FBpp0087257
tsg	FBpp0073426
tsh	FBpp0085261
tsl	FBpp0083562
tsl	FBpp0083563
tsl	FBpp0306427
ttk	FBpp0085186
ttk	FBpp0085187
ttk	FBpp0085188
ttk	FBpp0085189
ttk	FBpp0085190
ttk	FBpp0085191
ttk	FBpp0292319
ttk	FBpp0292320
tub	FBpp0291542
alphaTub84B	FBpp0081153
alphaTub84D	FBpp0081062
alphaTub85E	FBpp0081565
betaTub85D	FBpp0081524
betaTub97EF	FBpp0289838
betaTub97EF	FBpp0306927
tud	FBpp0071508
tud	FBpp0309672
ptc	FBpp0088443
tup	FBpp0080661
tup	FBpp0080662
tup	FBpp0309708
twi	FBpp0071864
twi	FBpp0099476
twi	FBpp0311714
snRNA:U1:21D	
snRNA:U2:14B	
snRNA:U2:38ABa	
snRNA:U2:38ABb	
snRNA:U4:39B	
snRNA:U4:38AB	
snRNA:U5:14B	
snRNA:U5:23D	
snRNA:U5:34A	
snRNA:U5:35D	
snRNA:U5:63BC	
RpL40	FBpp0077159
RpL40	FBpp0306837
RpS27A	FBpp0079606
Ubi-p63E	FBpp0073034
Ubi-p63E	FBpp0089269
Ubi-p63E	FBpp0073035
Ubi-p63E	FBpp0305348
Ubx	FBpp0082793
Ubx	FBpp0082794
Ubx	FBpp0082795
Ubx	FBpp0082796
Ubx	FBpp0082797
Ubx	FBpp0089155
unc	FBpp0099828
unc	FBpp0309047
Uro	FBpp0079109
ush	FBpp0077723
ush	FBpp0301730
ush	FBpp0302929
ush	FBpp0305227
ush	FBpp0305228
usp	FBpp0070332
usp	FBpp0305937
v	FBpp0073242
vap	FBpp0089148
vap	FBpp0089147
vap	FBpp0073945
vap	FBpp0073946
vap	FBpp0309361
vap	FBpp0309362
vg	FBpp0086898
vg	FBpp0428411
vir	FBpp0071946
vls	FBpp0080879
Vm26Aa	FBpp0078869
Vm26Aa	FBpp0305434
Vm26Ab	FBpp0078802
Vm26Ab	FBpp0311564
Vm34Ca	FBpp0080099
vn	FBpp0076790
vn	FBpp0289287
w	FBpp0070468
hid	FBpp0074899
hid	FBpp0305084
wbl	FBpp0085698
wbl	FBpp0309412
y	FBpp0070070
Yp1	FBpp0071354
Yp1	FBpp0312020
Yp3	FBpp0073652
Yp3	FBpp0311924
yrt	FBpp0082261
yrt	FBpp0112923
yrt	FBpp0112924
yrt	FBpp0112925
z	FBpp0070419
z	FBpp0099792
z	FBpp0303588
Z600	FBpp0075304
zen	FBpp0081170
zen2	FBpp0081171
zen2	FBpp0288735
uzip	FBpp0072304
uzip	FBpp0311729
Zw	FBpp0074517
Zw	FBpp0074518
Zw	FBpp0309476
Prosalpha4	FBpp0073989
Dhfr	FBpp0082746
Dhfr	FBpp0110210
bs	FBpp0072178
bs	FBpp0288528
bs	FBpp0309973
oc	FBpp0289383
oc	FBpp0303737
oc	FBpp0303738
oc	FBpp0304126
oc	FBpp0304127
oc	FBpp0423136
Pp1-87B	FBpp0082067
Cdk1	FBpp0079641
Cdk2	FBpp0083329
Cdk2	FBpp0083330
Cdk2	FBpp0289675
Nrt	FBpp0075081
Nrt	FBpp0075082
Nrt	FBpp0292987
tin	FBpp0083485
Tm2	FBpp0082535
Tm2	FBpp0082536
Tm2	FBpp0089270
Tm2	FBpp0306048
Tm2	FBpp0308613
Tm2	FBpp0311407
nAChRbeta2	FBpp0084061
nAChRbeta2	FBpp0084062
boca	FBpp0088027
blow	FBpp0088026
blow	FBpp0289597
blow	FBpp0301751
nullo	FBpp0288840
kst	FBpp0072934
kst	FBpp0089203
kst	FBpp0089204
kst	FBpp0289294
kst	FBpp0292863
kst	FBpp0304366
kst	FBpp0304367
5-HT1A	FBpp0085761
5-HT1A	FBpp0423127
up	FBpp0073684
up	FBpp0073682
up	FBpp0073683
up	FBpp0100013
up	FBpp0100015
up	FBpp0291133
up	FBpp0291134
up	FBpp0291135
up	FBpp0291136
up	FBpp0291137
up	FBpp0300553
up	FBpp0300554
up	FBpp0301821
up	FBpp0301822
up	FBpp0301823
up	FBpp0309481
up	FBpp0309482
up	FBpp0311352
sc	FBpp0070072
Mst98Cb	FBpp0084647
Mst84Da	FBpp0081103
Mst84Db	FBpp0081105
Mst84Dc	FBpp0081106
Mst84Dc	FBpp0111754
Mst84Dd	FBpp0081107
mts	FBpp0079148
mts	FBpp0310062
mts	FBpp0310063
Csp	FBpp0078145
Csp	FBpp0078146
Csp	FBpp0078147
Csp	FBpp0306787
Csp	FBpp0306788
Csp	FBpp0311238
Ebp	FBpp0072356
Ebp	FBpp0305377
snRNA:U1:82Eb	
snRNA:U1:95Ca	
snRNA:U1:95Cb	
snRNA:U1:95Cc	
snRNA:U6:96Aa	
snRNA:U6:96Ab	
snRNA:U6:96Ac	
snRNA:U2:34ABa	
snRNA:U2:34ABb	
Ser	FBpp0084498
Ser	FBpp0310538
ct	FBpp0071026
ct	FBpp0293664
ct	FBpp0304122
nonA	FBpp0074012
nonA	FBpp0074011
nonA	FBpp0100043
nonA	FBpp0309274
mex1	FBpp0075355
mex1	FBpp0292798
mex1	FBpp0306209
Hrb87F	FBpp0082316
Hrb87F	FBpp0289817
Hrb87F	FBpp0302741
Hrb87F	FBpp0306562
DptA	FBpp0085802
Syt1	FBpp0077410
Syt1	FBpp0077411
Syt1	FBpp0077412
Syt1	FBpp0304523
Syt1	FBpp0304524
Syt1	FBpp0304525
Syt1	FBpp0310442
Syt1	FBpp0311487
Rdl	FBpp0076261
Rdl	FBpp0076263
